Provider,Product,Version,EOS Date,Reference
VMWare,Cloud Provider Pod,1,2020-10-18,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Essentials PKS,1.13.4,2020-04-01,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,ESX/ESXi,6,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Fusion,11,2020-03-24,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Horizon,7.x,2021-03-22,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Horizon DaaS On Prem Platform,8,2020-04-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Identity Manager,3.3,2019-09-14,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Integrated Openstack,4,2019-09-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Integrated Openstack,4.1,2019-09-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX for vSphere,6.3,2020-02-02,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX for vSphere,6.4,2021-01-16,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX-T,2,2019-09-07,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX-T,2.1,2019-09-07,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX-T Data Center,2.2,2019-09-18,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX-T Data Center,2.3,2020-02-28,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,NSX-T Data Center,2.4,2020-09-07,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Pulse IoT Center,1,2020-01-18,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,SDDC Manager,3.5,2019-12-13,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,SDDC Manager,2.3,2019-12-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,SDDC Manager,3.7,2020-03-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Site Recovery Manager,"6.0, 6.1",2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Smart Assurance,9.4.2,2019-08-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Smart Assurance,9.5,2020-12-20,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Smart Assurance,9.6,2021-01-22,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Smart Experience,3.1,2020-12-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,ThinApp,4.7.3,2019-10-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,ThinApp,5.x,2021-03-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Enviornment Manager,9.3,2020-01-04,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Environment Manager,9.3,2020-01-04,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Environment Manager,9.4,2020-05-29,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Environment Manager,9.5,2020-09-06,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Environment Manager,9.6,2020-12-13,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Environment Manager,9.7,2021-03-14,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,User Environment Manager,9.8,2021-07-02,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCenter,6,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCenter Application Discovery Manager,7.1,2020-06-30,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCenter Chargeback Manager,2.7.x,2019-12-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCenter Update Manager,6,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Availability for Cloud-to-Cloud DR,1.x,2020-05-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Availability for vCloud Director,2,2019-10-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Availibility,3,2021-04-11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Director Extender,1,2019-10-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Director Extender,1.1,2019-10-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Director for Service Providers,9.1,2020-03-08,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Director for Service Providers,9.5,2020-10-04,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vCloud Director for Service Providers,9.7,2021-03-28,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Automation,7.3,2019-12-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Automation,"7.4, 7.5",2020-12-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Automation,7.6,2021-04-11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Automation DevKit,6.2.2,2019-12-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Automation STD,6.2.5,2019-12-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Business for Cloud,7.5,2019-12-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Business for Cloud,7.6,2021-04-11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Configuration Manager,5.8.4,2020-06-30,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Configuration Manager,5.8.5,2020-06-30,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Hyperic,5.8.4-5.8.6,2019-12-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Log Insight,4.6,2019-08-23,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Log Insight,4.7,2020-04-11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Log Insight,4.8,2020-10-03,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Network Insight,3.9,2019-12-20,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Network Insight,4,2020-12-20,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Operations for Horizon,6.6,2020-03-20,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Operations Manager,7,2021-04-30,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Operations Manager,7.5,2021-04-30,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Operations Manager,6.6 & 6.7,2019-08-23,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Orchestrator,7.3,2019-12-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Orchestrator,7.4-7.5,2020-12-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMware,vRealize Orchestrator,7.6,2021-04-11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Suite Lifecycle Manager,1,2019-09-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Suite Lifecycle Manager,1.1,2019-09-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Suite Lifecycle Manager,1.2,2019-09-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vRealize Suite Lifecycle Manager,2,2020-09-20,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vSAN,6.0-6.2,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vSphere Data Protection,6,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vSphere Data Protection,6.1,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vSphere Integrated Containers,1.5,2020-01-17,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vSphere Replication,6,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,vSphere Replication,6.1,2020-03-12,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workspace ONE UEM Console,9.4,2019-11-02,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workspace ONE UEM Console,9.5,2020-01-02,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workspace ONE UEM Console,9.6,2020-02-13,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workspace ONE UEM Console,9.7,2020-04-03,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workspace ONE UEM Console,1810,2020-05-02,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workspace ONE UEM Console,1907,2021-02-02,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,Workstation Pro and Player,15,2020-12-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
Wireshark Foundation,Wireshark,2.4.x,2019-07-19,https://wiki.wireshark.org/Development/LifeCycle
