Provider,Product,Version,EOS Date,Reference
Microsoft,HPC Pack,2008 R2,2020-04-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Hyper-V Server,2008,2014-01-14,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%20storage%20server%202008
Microsoft,Hyper-V Server,2008 R2,2014-01-14,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%20storage%20server%202008
Microsoft,InfoPath,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,InMage/ASR Scout,,2020-12-31,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Internet Explorer,10.X,2020-01-31,https://techcommunity.microsoft.com/t5/Windows-IT-Pro-Blog/Bringing-Internet-Explorer-11-to-Windows-Server-2012-and-Windows/ba-p/325297
Microsoft,Internet Explorer,10,2020-01-31,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Internet Information Service (IIS),7.5,2020-01-04,https://support.microsoft.com/en-us/lifecycle/search/810
Microsoft,Internet Information Services Smooth Streaming Client,1,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Lync Server,2010,2021-04-13,https://support.microsoft.com/en-us/lifecycle/search/?p1=14934
Microsoft,Microsoft Application Virtualization (Terminal Services),4.6,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Application Virtualization (Windows Desktops),4.6,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Application Virtualization Hosting (Windows Desktops),4.6,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Applicatiuon Virtualization Sequencer,4.6,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Azure StorSimple Series,1200,2020-07-01,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Excel Mobile,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Expression Studio,4,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Publisher,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Publisher,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Report Viewer Redistributable,2010,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft User Experience Virtualization Service Pack 1,2.1,2020-04-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Microsoft Windows 10 (Enterprise and Education Editions),1709,2020-04-14,https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet
Microsoft,"Microsoft Windows 10, (Home,Pro, Pro workstations)",1809,2020-04-14,https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet
Microsoft,NET Core,2.1.X,2019-12-23,https://github.com/dotnet/core/blob/master/microsoft-support.md
Microsoft,Office,2010,2015-10-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=office%202010
Microsoft,Office,7,2020-01-14,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%207
Microsoft,Office,Server 2008,2020-01-14,https://support.microsoft.com/en-us/lifecycle/search/?p1=12925
Microsoft,Office,2010,2020-10-13,https://support.microsoft.com/en-us/lifecycle/search/?p1=13615
Microsoft,Office,2016 (Mac),2020-10-13,https://support.microsoft.com/en-us/lifecycle/search/?p1=18335
Microsoft,Office,2016 (Mac),2020-10-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=Office%20Standard%202016%20for%20Mac
Microsoft,Office,2016,2020-10-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=Office%20Standard%202016
Microsoft,Office (all editions),2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Home & Business for Mac,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Home & Student for Mac,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Home and Business,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Home and Student,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Professional,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Professional Plus,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Standard,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Office Standard for Mac,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,OneNote,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,OneNote,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,OneNote Home and Student,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Outlook,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Outlook,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Outlook for Mac,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Outlook with Business Contact Manager,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,PerformancePoint Services in Microsoft SharePoint Server,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Powerpoint,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,PowerPoint,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,PowerPoint for Mac,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,PowerPoint Home and Student,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,PowerShell Core,6.1.X,2019-09-28,https://docs.microsoft.com/en-us/powershell/scripting/powershell-support-lifecycle?view=powershell-6
Microsoft,Project,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Project Professional,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Project Professional,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Project Server,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Project Standard,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Seach Server,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,SharePoint,2010,2020-10-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=sharepoint
Microsoft,SharePoint,2016,2021-07-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=sharepoint%202016
Microsoft,SharePoint Designer,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,SharePoint for Internet Sites Enterprise,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,SharePoint for Internet Sites Standard,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,SharePoint Foundation,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,SharePoint Server Service Pack 2,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,SharePoint Workspace,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Skype for Business (Client),2016,2020-10-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=skype%20for%20business%202016
Microsoft,Skype for Business (Server),2015,2020-10-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=skype%20for%20business%202015
Microsoft,SQL Server,2008,2019-07-09,https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet
Microsoft,SQL Server,2014,2019-07-09,https://support.microsoft.com/en-us/lifecycle/search?alpha=sql%20server%202014
Microsoft,SQL Server Compact,4,2021-07-13,https://support.microsoft.com/en-us/lifecycle/search?alpha=sharepoint%202016
Microsoft,StorSimple Data Manager,,2020-07-01,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,System Center Data Protection Manager,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,System Center Essentials,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,System Center Service Manager,2010,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visio,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visio Professional,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visio Professional,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visio Standard,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visio Standard,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Basic Express,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual C#,2010 Express,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual C++,2010 Express,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Studio (all editions),2010,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Studio 2015,(all editions),2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Studio Team Foundation Server,2010,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Studio Team Foundation Server 2015,(all editions),2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Studio Team Foundation Server Update 4,2015,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Studio Update 3,2015,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Visual Web Developer,2010 Express,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows 10 (Enterprise and Education Editions),1703,2019-10-08,https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet
Microsoft,"Windows 10 (Home,Pro, Pro workstations)",1803,2019-11-12,https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet
Microsoft,Windows 10 Education,1809,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,Windows 10 Enterprise,2015 LTSB,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows 10 Enterprise,1809,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,Windows 10 Home,1909,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,Windows 10 IoT Enterprise,2015 LTSB,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows 10 IoT Enterprise,1809,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,Windows 10 Pro,1909,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,Windows 10 Pro Education,1909,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,Windows 10 Pro for Workstations,1909,2021-05-11,https://support.microsoft.com/en-us/lifecycle/search?alpha=Windows%2010%201912
Microsoft,"Windows 10(Enterprise, Education, IoT Enterprise)",1803,2020-11-10,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,"Windows 10(Enterprise, Home, Pro, Pro for Workstations, IoT Enterprise)",1903,2020-12-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,"Windows 10, (Home,Pro, Pro workstations)",1703,2019-10-09,https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet
Microsoft,Windows 7,,2020-01-14,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%207
Microsoft,Windows Communication Foundation RIA Services,,2020-09-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows Defender Antivirus for Windows 10,,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows Defender Exploit Guard,,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows Embedded Standard,7,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows Identity Foundation,,2020-04-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows MultiPoint Server,2010,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows MultiPoint Server Academic,2010,2020-07-14,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows Server 2008,Server Pack 2,2020-01-14,https://www.microsoft.com/en-us/cloud-platform/windows-server-2008
Microsoft,Windows Server 2008 R2,Server Pack 1,2020-01-14,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%20server%202008
Microsoft,Windows Server Update Services,3,2012-07-10,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%20server%20update
Microsoft,"Windows Server(Datacenter, Standard, IoT Enterprise)",1903,2020-12-08,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Windows Storage Server(all editions),2008,2020-01-14,https://support.microsoft.com/en-us/lifecycle/search?alpha=windows%20storage%20server%202008
Microsoft,Word,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Word,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Word for Mac,2016,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
Microsoft,Word Home and Student,2010,2020-10-13,https://support.microsoft.com/en-us/help/4470235/products-reaching-end-of-support-for-2020
NodeJS,Node.js,10,2021-04-01,https://nodejs.org/en/about/releases/
One Identity,syslog-ng Premium,7.0.10,2019-08-19,https://support.oneidentity.com/syslog-ng-premium-edition/lifecycle
OpenJS Foundation,Node.js,8,2019-12-31,https://nodejs.org/en/about/releases/
OpenJS Foundation,Node.js,13,2020-06-01,https://nodejs.org/en/about/releases/
OpenJS Foundation,Node.js,10,2021-04-30,https://nodejs.org/en/about/releases/
OpenSSL,OpenSSL,1.0.2,2019-12-31,https://www.openssl.org/blog/blog/2018/05/18/new-lts/
Oracle,Application Express,5,2020-04-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Application Testing Suite,9.3,2019-08-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Application Testing Suite,12.X,2020-05-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Berkeley DB,11.2.5.3,2019-12-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Berkeley DB,12.1.6.2,2021-01-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Berkeley DB,12.1.6.0,2021-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Berkeley DB Java Edition,11.2.5,2019-12-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Big Data SQL,3.x,2021-03-01,http://www.oracle.com/us/support/library/lifetime-support-hardware-301321.pdf
Oracle,Business Transaction Management,12.1.X,2019-10-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database,11.2,2020-12-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database,18c,2021-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database (Enterprise),12.1,2021-07-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database (Standard),12.1,2021-07-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database Gateway,12.1,2021-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database Mobile Server,11.1,2019-10-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Database Mobile Server,11.2,2020-10-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Developer Studio,12.5,2021-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Enterprise Manager Grid Control,12.1,2020-10-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Fail Safe,4.1.X,2021-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Java SE,13.x,2020-09-01,https://www.oracle.com/technetwork/java/java-se-support-roadmap.html
Oracle,JDK,15.x,2021-03-31,http://www.oracle.com/us/support/library/lifetime-support-hardware-301321.pdf
Oracle,Linux,6,2021-03-01,http://www.oracle.com/us/support/library/lifetime-support-hardware-301321.pdf
Oracle,MySQL Cluster,7.2,2020-02-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,MySQL Database,5.6,2021-02-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,NoSQL,11.2.1,2019-10-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,NoSQL,11.2.2,2020-11-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,NoSQL,12.1.2,2021-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Real User Experience Insight,12.1.X,2019-10-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,REST Data Services,3,2020-06-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Secure Backup,12.1,2020-02-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,SQL Developer,4,2019-09-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,SQL Developer,4.1,2020-05-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,SQL Developer Data Modeler,4,2019-09-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,SQL Developer Data Modeler,4.1,2020-05-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,Sun Studio,12.3,2019-12-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,TimesTen In-Memory Database,11.2.2,2021-01-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
Oracle,TimesTen In-Memory Database,18.1,2021-05-01,http://www.oracle.com/us/support/library/lifetime-support-hardware-301321.pdf
Oracle,VM,3,2021-03-01,http://www.oracle.com/us/support/library/lifetime-support-hardware-301321.pdf
Oracle,VM VirtualBox,5.X,2020-07-01,http://www.oracle.com/us/support/library/lifetime-support-technology-069183.pdf
PostgreSQL,PostgreSQL,9.4,2019-12-01,https://www.postgresql.org/support/versioning/
PostgreSQL,PostgreSQL,9.5,2021-02-11,https://www.postgresql.org/support/versioning/
Python Software Foundation,Python,2.X,2020-01-01,https://pythonclock.org/
Python Software Foundation,Python,3.5,2020-09-13,https://devguide.python.org/
RedHat,JBoss Web Server,1.x,2020-04-01,https://access.redhat.com/support/policy/updates/jboss_notes/
RedHat,RHEL,7.4,2019-08-31,https://access.redhat.com/support/policy/updates/errata
RedHat,RHEL,6.X,2020-11-30,https://access.redhat.com/support/policy/updates/errata
RedHat,RHEL for SAP Solutions,7.2,2019-11-30,https://access.redhat.com/support/policy/updates/errata
RedHat,RHEL for SAP Solutions,7.3,2020-11-30,https://access.redhat.com/support/policy/updates/errata
RSA,Archer Suite,6.2,2020-02-28,https://community.rsa.com/docs/DOC-73365
RSA,Archer Suite,6.3,2020-10-31,https://community.rsa.com/docs/DOC-73365
RSA,Archer Suite,6.4,2021-04-30,https://community.rsa.com/docs/DOC-73365
RSA,Authentication Agent for Active Directory Federation Service,2,2021-06-30,https://community.rsa.com/docs/DOC-40387
RSA,Authentication Agent for Web for IIS and Apache,8,2019-12-31,https://community.rsa.com/docs/DOC-73369
RSA,Authentication Manager Appliance,8.2,2019-07-31,https://community.rsa.com/docs/DOC-40387
RSA,Authentication Manager Appliance,8.2 SP1,2020-04-30,https://community.rsa.com/docs/DOC-73369
RSA,Authentication Manager Appliance,8.3,2021-02-28,https://community.rsa.com/docs/DOC-73369
RSA,Identity Governance & Lifestyle,7.0.x,2019-08-31,https://community.rsa.com/docs/DOC-73377
RSA,NetWitness Logs & Network,11.1,2019-07-31,https://community.rsa.com/docs/DOC-40387
RSA,Netwitness Storage Appliance,VNX,2019-12-31,https://community.rsa.com/docs/DOC-73378#jive_content_id_RSA_NetWitnessStorage
RSA,Netwitness Storage Appliance,Isilon,2021-03-31,https://community.rsa.com/docs/DOC-40387
RSA,Pluggable Authentication Module,8,2020-12-31,https://community.rsa.com/docs/DOC-73369
RSA,SecurID Authentication API for C and Java,8.1.3,2019-08-31,https://community.rsa.com/docs/DOC-73369
RSA,SecurID Authentication API for C and Java,8.6,2020-06-30,https://community.rsa.com/docs/DOC-73369
RSA,SecurID Software Token for Windows,5.x,2020-03-31,https://community.rsa.com/docs/DOC-73369
RSA,Web Threat Detection,6.2,2020-07-31,https://community.rsa.com/docs/DOC-73380
RSA,Web Threat Detection,6.3,2020-12-31,https://community.rsa.com/docs/DOC-73380
RSA,Web Threat Detection,6.4,2021-05-31,https://community.rsa.com/docs/DOC-73380
Sophos,SafeGuard Easy,7,2019-09-30,https://community.sophos.com/kb/en-us/119020
Sophos,SafeGuard Enterprise,7,2019-09-30,https://community.sophos.com/kb/en-us/119020
Symantec,Altiris,8,2020-03-07,https://support.symantec.com/us/en/article.howto111097.html
Symantec,Altiris,7.5-7.6.X,2020-10-07,https://support.symantec.com/us/en/article.howto111097.html
Symantec,Veritas NetBackup Server,7.7+,2021-05-01,https://support.symantec.com/us/en/article.howto111097.html
Taylor Otwell,Laravel,5.7,2019-09-04,https://laravel.com/docs/5.8/releases#support-policy
Taylor Otwell,Laravel,5.8,2020-02-26,https://laravel.com/docs/5.8/releases#support-policy
Taylor Otwell,Laravel,5.5,2020-08-30,https://laravel.com/docs/5.8/releases#support-policy
Tenable,Industrial Security,1.4.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Industrial Security,1.5.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.3.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.4.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,1.3.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.2.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.1.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.0.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.6.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.5.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus,8.7.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus Agent,7.4.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus Network Monitor,5.9.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus Network Monitor,5.6.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Nessus Network Monitor,5.10.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Tenable.sc,5.12.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Tenable.sc,5.10.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
Tenable,Tenable.sc,5.9.x,2021-04-30,https://community.tenable.com/s/group/0F9f2000000XimNCAS/product-lifecycle-management
The Durpal Association,Drupal,8.6.X,2019-12-04,https://www.drupal.org/core/release-cycle-overview
The Durpal Association,Drupal,8.7.x,2020-06-03,https://www.drupal.org/core/release-cycle-overview
The PHP Group,PHP,7.1,2019-12-01,https://www.php.net/supported-versions.php
The PHP Group,PHP,7.2,2020-11-30,https://www.php.net/supported-versions.php
The PHP Group,PHP,7.3,2020-12-06,https://www.php.net/supported-versions.php
VMWare,vCenter Converter Standalone,6.2,2019-12-14,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,AirWatch Console,9.3,2019-09-14,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,App Volumes,2.1,2019-10-19,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,App Volumes,2.14,2020-05-29,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,App Volumes,2.2,2020-12-13,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,App Volumes,2.16,2021-03-14,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
VMWare,AppDefeense Plugin,2,2019-07-31,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/support/product-lifecycle-matrix.pdf
